Id,Nome,Descricao,Ticker,Version,VersionType,ExchangeId,InternalSymbol,InternalCryptoType,CotacaoAtivo,CodigoISINPapel,ElasticSearchId
4226,Halliburton Company,NULL,$HALI34,92,I,5,HALI34,NULL,1,BRHALIBDR004,SlRhOXIBooXOYNzvTjv5
4231,Hapvida Participações E Investimentos S.A.,NULL,$HAPV3,92,I,5,HAPV3,NULL,1,BRHAPVACNOR4,UFRhOXIBooXOYNzvUDtV
4255,Br Home Centers S.A.,NULL,$HCBR3,92,I,5,HCBR3,NULL,1,BRHCBRACNOR8,HFRhOXIBooXOYNzvoT27
4393,The Home Depot,NULL,$HOME34,92,I,5,HOME34,NULL,1,BRHOMEBDR002,AFRhOXIBooXOYNzv-D-G
4396,Honeywell International Inc.,NULL,$HONB34,92,I,5,HONB34,NULL,1,BRHONBBDR006,B1RhOXIBooXOYNzv-T8K
4410,Hewlett-Packard Company,NULL,$HPQB34,92,I,5,HPQB34,NULL,1,BRHPQBBDR006,HVRhOXIBooXOYNzv_T_r
4433,The Hershey Company,NULL,$HSHY34,92,I,5,HSHY34,NULL,1,BRHSHYBDR001,PVRiOXIBooXOYNzvBz8g
4562,International Business Machines Corporation,NULL,$IBMB34,92,I,5,IBMB34,NULL,1,BRIBMBBDR003,vVRiOXIBooXOYNzv0EMy
4673,Companhia De Aguas Do Brasil - Cab Ambiental,NULL,$IGSN3,92,I,5,IGSN3,NULL,1,BRIGSNACNOR0,u1RkOXIBooXOYNzvrk7D
4840,,NULL,$IRBR3,92,I,5,IRBR3,NULL,1,BRIRBRACNOR4,GVRlOXIBooXOYNzvGVFd
4887,Intel Corporation,NULL,$ITLC34,92,I,5,ITLC34,NULL,1,BRITLCBDR005,G1RlOXIBooXOYNzvwFUl
4910,Invepar,NULL,$IVPR3B,92,I,5,IVPR3B,NULL,1,BRIVPRACNOR6,8FRoOXIBooXOYNzvlGUr
4911,Invepar,NULL,$IVPR4B,92,I,5,IVPR4B,NULL,1,BRIVPRACNPR3,8VRoOXIBooXOYNzvlGVe
4982,J. C. Penney Company. Inc.,NULL,$JCPC34,92,I,5,JCPC34,NULL,1,BRJCPCBDR000,a1RpOXIBooXOYNzvqGzj
5059,Johnson & Johnson,NULL,$JNJB34,92,I,5,JNJB34,NULL,1,BRJNJBBDR002,BFRpOXIBooXOYNzvvm1L
5092,Jpmorgan Chase & Co.,NULL,$JPMC34,92,I,5,JPMC34,NULL,1,BRJPMCBDR009,KlRpOXIBooXOYNzvxW3I
5099,Jereissati Participações S/A,NULL,$JPSA3,92,I,5,JPSA3,NULL,1,BRJPSAACNOR6,MlRpOXIBooXOYNzvx21y
5196,The Kraft Heinz Company,NULL,$KHCB34,92,I,5,KHCB34,NULL,1,BRKHCBBDR007,xlRpOXIBooXOYNzv3W3S
5220,Kimberly-Clark Corp,NULL,$KMBB34,92,I,5,KMBB34,NULL,1,BRKMBBBDR009,ylRqOXIBooXOYNzvjnGK
5329,L Brands. Inc.,NULL,$LBRN34,92,I,5,LBRN34,NULL,1,BRLBRNBDR001,slRrOXIBooXOYNzv3HnK
5394,Lojas Hering,NULL,$LHER3,92,I,5,LHER3,NULL,1,BRLHERACNOR3,3VRsOXIBooXOYNzvEXq3
5395,Lojas Hering,NULL,$LHER4,92,I,5,LHER4,NULL,1,BRLHERACNPR0,3lRsOXIBooXOYNzvEXrs
5403,Eli Lilly And Company,NULL,$LILY34,92,I,5,LILY34,NULL,1,BRLILYBDR006,OlRsOXIBooXOYNzvcn1E
5409,Liq Participações S.A.,NULL,$LIQO3,92,I,5,LIQO3,NULL,1,BRLIQOACNOR2,bVRsOXIBooXOYNzvqn5m
5447,Lockheed Martin Corporation,NULL,$LMTB34,92,I,5,LMTB34,NULL,1,BRLMTBBDR009,nFRsOXIBooXOYNzvtH5M
5510,Litel Participacoes,NULL,$LTEL11B,92,I,5,LTEL11B,NULL,1,BRLTELARNPB0,YFRuOXIBooXOYNzvEobX
5511,Litel Participacoes,NULL,$LTEL3B,92,I,5,LTEL3B,NULL,1,BRLTELACNOR1,YVRuOXIBooXOYNzvE4Yq
5512,Litel Participacoes,NULL,$LTEL5B,92,I,5,LTEL5B,NULL,1,BRLTELACNPA4,YlRuOXIBooXOYNzvE4ZD
5533,Trevisa Investimentos Sa,NULL,$LUXM3,92,I,5,LUXM3,NULL,1,BRLUXMACNOR7,flRuOXIBooXOYNzvGYYi
5534,Trevisa Investimentos Sa,NULL,$LUXM4,92,I,5,LUXM4,NULL,1,BRLUXMACNPR4,f1RuOXIBooXOYNzvGYZf
5565,Macy S Inc.,NULL,$MACY34,92,I,5,MACY34,NULL,1,BRMACYBDR000,zVRuOXIBooXOYNzvIYa0
5575,Cia Marcopolo,NULL,$MAPT3,92,I,5,MAPT3,NULL,1,BRMAPTACNOR8,3FRuOXIBooXOYNzvJYYP
5576,Cia Marcopolo,NULL,$MAPT4,92,I,5,MAPT4,NULL,1,BRMAPTACNPR5,3VRuOXIBooXOYNzvJYZg
5614,Mcdonalds Corp.,NULL,$MCDC34,92,I,5,MCDC34,NULL,1,BRMCDCBDR000,ClRuOXIBooXOYNzvL4cX
5648,Mondelez International. Inc,NULL,$MDLZ34,92,I,5,MDLZ34,NULL,1,BRMDLZBDR002,8lRuOXIBooXOYNzvVYeU
5654,Medtronic Public Limited Company,NULL,$MDTC34,92,I,5,MDTC34,NULL,1,BRMDTCBDR004,-1RuOXIBooXOYNzvV4eC
5678,Metlife Inc,NULL,$METB34,92,I,5,METB34,NULL,1,BRMETBBDR004,HFRuOXIBooXOYNzvXojC
5797,Minasmáquinas S/A,NULL,$MMAQ3,92,I,5,MMAQ3,NULL,1,BRMMAQACNOR1,2VRvOXIBooXOYNzvXY2b
5798,Minasmáquinas S/A,NULL,$MMAQ4,92,I,5,MMAQ4,NULL,1,BRMMAQACNPR8,2lRvOXIBooXOYNzvXY3W
5810,3M Company,NULL,$MMMC34,92,I,5,MMMC34,NULL,1,BRMMMCBDR000,5lRvOXIBooXOYNzvYI2C
5821,Mundial,NULL,$MNDL3,92,I,5,MNDL3,NULL,1,BRMNDLACNOR4,-FRvOXIBooXOYNzvZI01
5837,Tgmc,NULL,$MNZC3B,92,I,5,MNZC3B,NULL,1,BRMNZCACNOR6,C1RvOXIBooXOYNzvaI5R
5859,The Mosaic Company,NULL,$MOSC34,92,I,5,MOSC34,NULL,1,BRMOSCBDR003,J1RvOXIBooXOYNzvb45K
5889,Merck Co.. Inc.,NULL,$MRCK34,92,I,5,MRCK34,NULL,1,BRMRCKBDR003,qFRvOXIBooXOYNzvgY5_
5898,Mrs Logística S/A,NULL,$MRSA3B,92,I,5,MRSA3B,NULL,1,BRMRSAACNOR6,zlRwOXIBooXOYNzvQZKP
5899,Mrs Logística S/A,NULL,$MRSA5B,92,I,5,MRSA5B,NULL,1,BRMRSAACNPA9,0VRwOXIBooXOYNzvQZLo
5900,Mrs Logística S/A,NULL,$MRSA6B,92,I,5,MRSA6B,NULL,1,BRMRSAACNPB7,0lRwOXIBooXOYNzvQpIG
5918,Morgan Stanley,NULL,$MSBR34,92,I,5,MSBR34,NULL,1,BRMSBRBDR008,0FRwOXIBooXOYNzv9ZZL
5919,Mastercard Incorporated,NULL,$MSCD34,92,I,5,MSCD34,NULL,1,BRMSCDBDR006,01RwOXIBooXOYNzv9ZbG
5925,Microsoft Corporation,NULL,$MSFT34,92,I,5,MSFT34,NULL,1,BRMSFTBDR005,2FRwOXIBooXOYNzv9pbe
5934,Maestro Locadora De Veículos S.A.,NULL,$MSRO3,92,I,5,MSRO3,NULL,1,BRMSROACNOR7,7FRwOXIBooXOYNzv-pbm
6109,Suzano Holding S.A.,NULL,$NEMO3,92,I,5,NEMO3,NULL,1,BRNEMOACNOR6,4lRyOXIBooXOYNzvt6Aj
6110,Suzano Holding S.A.,NULL,$NEMO5,92,I,5,NEMO5,NULL,1,BRNEMOACNPA9,41RyOXIBooXOYNzvt6Bc
6111,Suzano Holding S.A.,NULL,$NEMO6,92,I,5,NEMO6,NULL,1,BRNEMOACNPB7,5FRyOXIBooXOYNzvt6CQ
6114,Neoenergia S.A.,NULL,$NEOE3B,92,I,5,NEOE3B,NULL,1,BRNEOEACNOR3,6lRyOXIBooXOYNzvuKD0
6133,Newtel Participações S.A.,NULL,$NEWT3B,92,I,5,NEWT3B,NULL,1,NULL,KFRyOXIBooXOYNzvxqE8
6147,Netflix. Inc.,NULL,$NFLX34,92,I,5,NFLX34,NULL,1,BRNFLXBDR000,QFRyOXIBooXOYNzvzKGv
6183,Nike Inc,NULL,$NIKE34,92,I,5,NIKE34,NULL,1,BRNIKEBDR006,eFRyOXIBooXOYNzv1KFu
6265,Nortec Quimica S.A.,NULL,$NRTQ3,92,I,5,NRTQ3,NULL,1,BRNRTQACNOR8,FVRyOXIBooXOYNzv7aK2
6334,Nutriplant,NULL,$NUTR3,92,I,5,NUTR3,NULL,1,BRNUTRACNOR0,oVRzOXIBooXOYNzvkKWr
6431,Conservas Oderich Sa,NULL,$ODER3,92,I,5,ODER3,NULL,1,BRODERACNOR6,QVRzOXIBooXOYNzvqqYu
6432,Conservas Oderich Sa,NULL,$ODER4,92,I,5,ODER4,NULL,1,BRODERACNPR3,QlRzOXIBooXOYNzvqqZX
6494,Omega Geração S.A.,NULL,$OMGE3,92,I,5,OMGE3,NULL,1,BROMGEACNOR0,cFRzOXIBooXOYNzv4KeO
6524,Gama Participações Sa,NULL,$OPGM3B,92,I,5,OPGM3B,NULL,1,BROPGMACNOR6,ylRzOXIBooXOYNzv66fb
6528,Opportunity Energia E Participações S.A.,NULL,$OPHE3B,92,I,5,OPHE3B,NULL,1,BROPHEACNOR1,zlRzOXIBooXOYNzv7KfA
6536,Sudeste S.A.,NULL,$OPSE3B,92,I,5,OPSE3B,NULL,1,BROPSEACNOR8,3VRzOXIBooXOYNzv8KcS
6538,Opportunity Sul S.A.,NULL,$OPTS3B,92,I,5,OPTS3B,NULL,1,BROPTSACNOR6,31RzOXIBooXOYNzv8KeC
6549,Oracle Corporation,NULL,$ORCL34,92,I,5,ORCL34,NULL,1,BRORCLBDR007,6lRzOXIBooXOYNzv9Ke2
6611,Pacific Rdsl Participações S.A.,NULL,$PACF3,92,I,5,PACF3,NULL,1,BRPACFACNOR8,UVR0OXIBooXOYNzvCag4
6630,Instituto Hermes Pardini S/A,NULL,$PARD3,92,I,5,PARD3,NULL,1,BRPARDACNOR1,aVR0OXIBooXOYNzvDqi5
6737,Pepsico. Inc.,NULL,$PEPB34,92,I,5,PEPB34,NULL,1,BRPEPBBDR005,uVR1OXIBooXOYNzvU696
6768,Pfizer Inc.,NULL,$PFIZ34,92,I,5,PFIZ34,NULL,1,BRPFIZBDR006,9VR5OXIBooXOYNzvE8QS
6784,Procter Gamble Company,NULL,$PGCO34,92,I,5,PGCO34,NULL,1,BRPGCOBDR001,B1R5OXIBooXOYNzvF8UC
6914,Polpar S.A.,NULL,$PPAR3,92,I,5,PPAR3,NULL,1,BRPPARACNOR5,HVR5OXIBooXOYNzvnMgr
6924,Btg Pactual Participations. Ltd.,NULL,$PPLA11,92,I,5,PPLA11,NULL,1,BRPPLAUNT007,KlR5OXIBooXOYNzvn8ge
6958,Petro Rio S.A.,NULL,$PRIO3,92,I,5,PRIO3,NULL,1,BRPRIOACNOR1,WlR5OXIBooXOYNzvqchE
6962,Proman,NULL,$PRMN3B,92,I,5,PRMN3B,NULL,1,BRPRMNACNOR5,JlR5OXIBooXOYNzvzckY
6966,Priner Serviços Industriais S.A.,NULL,$PRNR3,92,I,5,PRNR3,NULL,1,BRPRNRACNOR4,K1R5OXIBooXOYNzvzskv
6974,Prompt Participações S/A,NULL,$PRPT3B,92,I,5,PRPT3B,NULL,1,BRPRPTACNOR5,NFR5OXIBooXOYNzv0Mkm
7139,Qualcomm Inc.,NULL,$QCOM34,92,I,5,QCOM34,NULL,1,BRQCOMBDR007,JVR6OXIBooXOYNzvJ8ua
7195,Quality Sofware S.A.,NULL,$QUSW3,92,I,5,QUSW3,NULL,1,BRQUSWACNOR5,Z1R7OXIBooXOYNzvFNBs
7199,524 Participacoes Sa,NULL,$QVQP3B,92,I,5,QVQP3B,NULL,1,BRQVQPACNOR1,bFR7OXIBooXOYNzvFdCI
7283,Rede Energia Participações S.A.,NULL,$REDE3,92,I,5,REDE3,NULL,1,BRREDEACNOR7,llR9OXIBooXOYNzvONxm
7364,Transocean Ltd.,NULL,$RIGG34,92,I,5,RIGG34,NULL,1,BRRIGGBDR000,jVR-OXIBooXOYNzvceNy
7450,Ross Stores. Inc.,NULL,$ROST34,92,I,5,ROST34,NULL,1,BRROSTBDR006,LFR-OXIBooXOYNzvi-RY
7566,Sanchez Energy Corporation,NULL,$SANC34,92,I,5,SANC34,NULL,1,BRSANCBDR000,JVR_OXIBooXOYNzvlupv
7606,Starbucks Corporation,NULL,$SBUB34,92,I,5,SBUB34,NULL,1,BRSBUBBDR005,-1SAOXIBooXOYNzvxfBu
7646,The Charles Schwab Corporation,NULL,$SCHW34,92,I,5,SCHW34,NULL,1,BRSCHWBDR006,KFSAOXIBooXOYNzvz_FT
7698,Abril Educação S/A,NULL,$SEDU3,92,I,5,SEDU3,NULL,1,BRSEDUACNOR1,blSAOXIBooXOYNzv3vEr
7831,Schlumberger Limited,NULL,$SLBG34,92,I,5,SLBG34,NULL,1,BRSLBGBDR003,u1SBOXIBooXOYNzvQ_PC
7834,Selectpart Participações S.A.,NULL,$SLCT3B,92,I,5,SLCT3B,NULL,1,BRSLCTACNOR0,5FSBOXIBooXOYNzvTPPL
7873,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT11,92,I,5,SMFT11,NULL,1,BRSMFTACNPE6,hVSBOXIBooXOYNzvwPb9
7874,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT12,92,I,5,SMFT12,NULL,1,BRSMFTACNPG1,hlSBOXIBooXOYNzvwfY2
7875,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT13,92,I,5,SMFT13,NULL,1,BRSMFTA01PA5,h1SBOXIBooXOYNzvwfZo
7876,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT14,92,I,5,SMFT14,NULL,1,BRSMFTA03PA1,iFSBOXIBooXOYNzvwfaa
7877,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT15,92,I,5,SMFT15,NULL,1,BRSMFTA05PA6,iVSBOXIBooXOYNzvwfbf
7878,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT3,92,I,5,SMFT3,NULL,1,BRSMFTACNOR1,ilSBOXIBooXOYNzvwvYN
7879,Smartfit Escola De Ginástica E Dança S.A.,NULL,$SMFT6,92,I,5,SMFT6,NULL,1,BRSMFTACNPB2,i1SBOXIBooXOYNzvwvZU
7890,Smiles Fidelidade S.A.,NULL,$SMLS3,92,I,5,SMLS3,NULL,1,BRSMLSACNOR1,l1SBOXIBooXOYNzvxPbT
8014,Sprint Corporation,NULL,$SPRN34,92,I,5,SPRN34,NULL,1,BRSPRNBDR006,klSCOXIBooXOYNzvz_ww
8017,Longdis Sa,NULL,$SPRT3B,92,I,5,SPRT3B,NULL,1,BRSPRTACNOR9,lVSCOXIBooXOYNzvz_zg
8089,Salesforce.Com. Inc.,NULL,$SSFO34,92,I,5,SSFO34,NULL,1,BRSSFOBDR003,HVSCOXIBooXOYNzv5P2c
8136,Desenvix Energias Renováveis Sa,NULL,$STKF3,92,I,5,STKF3,NULL,1,BRSTKFACNOR5,WVSDOXIBooXOYNzvIP4U
8346,Terra Santa Agro S.A.,NULL,$TESA3,92,I,5,TESA3,NULL,1,BRTESAACNOR9,-VWFOXIBooXOYNzvrAyr
8352,Texas Instruments Inc.,NULL,$TEXA34,92,I,5,TEXA34,NULL,1,BRTEXABDR003,_1WFOXIBooXOYNzvrgwA
8374,Target Corp,NULL,$TGTB34,92,I,5,TGTB34,NULL,1,BRTGTBBDR004,J1WFOXIBooXOYNzvtg3J
8396,Tiffany Co,NULL,$TIFF34,92,I,5,TIFF34,NULL,1,BRTIFFBDR000,DlWFOXIBooXOYNzv3w7B
8445,Thermo Fisher Scientific. Inc.,NULL,$TMOS34,92,I,5,TMOS34,NULL,1,BRTMOSBDR007,EVWGOXIBooXOYNzvkBIv
8542,The Travelers Companies. Inc,NULL,$TRVC34,92,I,5,TRVC34,NULL,1,BRTRVCBDR005,DFWHOXIBooXOYNzvGBWo
8557,Tesla. Inc,NULL,$TSLA34,92,I,5,TSLA34,NULL,1,BRTSLABDR008,KlWHOXIBooXOYNzvHxUQ
8621,Twitter. Inc.,NULL,$TWTR34,92,I,5,TWTR34,NULL,1,BRTWTRBDR007,lVWHOXIBooXOYNzvWxb9
8664,Ubs Group Ag,NULL,$UBSG34,92,I,5,UBSG34,NULL,1,BRUBSGBDR004,y1WHOXIBooXOYNzvaBZ3
8748,Union Pacific Corporation,NULL,$UPAC34,92,I,5,UPAC34,NULL,1,BRUPACBDR001,5FWIOXIBooXOYNzveRy3
8749,Uptick Participacoes,NULL,$UPKP3B,92,I,5,UPKP3B,NULL,1,BRUPKPACNOR8,5VWIOXIBooXOYNzveRy3
8754,United Parcel Service. Inc.,NULL,$UPSS34,92,I,5,UPSS34,NULL,1,BRUPSSBDR009,6lWIOXIBooXOYNzvehy2
8783,U.S. Bancorp,NULL,$USBC34,92,I,5,USBC34,NULL,1,BRUSBCBDR003,ClWIOXIBooXOYNzvgR2I
8811,United States Steel Corporation,NULL,$USSX34,92,I,5,USSX34,NULL,1,BRUSSXBDR003,plWJOXIBooXOYNzvpiNe
8817,United Technologies Corp,NULL,$UTEC34,92,I,5,UTEC34,NULL,1,BRUTECBDR005,sVWJOXIBooXOYNzvqCPI
8903,Verizon Communications Inc.,NULL,$VERZ34,92,I,5,VERZ34,NULL,1,BRVERZBDR008,_1WMOXIBooXOYNzvqzRo
8949,Visa Inc.,NULL,$VISA34,92,I,5,VISA34,NULL,1,BRVISABDR000,RVWMOXIBooXOYNzvuTWb
8963,Valero Energy Corporation,NULL,$VLOE34,92,I,5,VLOE34,NULL,1,BRVLOEBDR005,nlWNOXIBooXOYNzvcDnK
9046,Ferrovia Centro-Atlântica S.A.,NULL,$VSPT3,92,I,5,VSPT3,NULL,1,BRVSPTACNOR1,AVWNOXIBooXOYNzvhToJ
9047,Ferrovia Centro-Atlântica S.A.,NULL,$VSPT4,92,I,5,VSPT4,NULL,1,BRVSPTACNPR8,AlWNOXIBooXOYNzvhTpA
9109,Wal Mart Stores Inc.,NULL,$WALM34,92,I,5,WALM34,NULL,1,BRWALMBDR005,nlWOOXIBooXOYNzvdj-2
9173,Wells Fargo Company,NULL,$WFCO34,92,I,5,WFCO34,NULL,1,BRWFCOBDR009,dlWPOXIBooXOYNzva0XA
9204,Wiz Soluções E Corretagem De Seguros S.A.,NULL,$WIZS3,92,I,5,WIZS3,NULL,1,BRWIZSACNOR1,q1WPOXIBooXOYNzvdkV7
9214,Wlm,NULL,$WLMM3,92,I,5,WLMM3,NULL,1,BRWLMMACNOR6,ulWPOXIBooXOYNzveUWV
9215,Wlm,NULL,$WLMM4,92,I,5,WLMM4,NULL,1,BRWLMMACNPR3,u1WPOXIBooXOYNzveUXI
9269,Wilson Sons Ltd.,NULL,$WSON33,92,I,5,WSON33,NULL,1,BRWSONBDR009,9lWPOXIBooXOYNzvhUWZ
9295,The Western Union Company,NULL,$WUNI34,92,I,5,WUNI34,NULL,1,BRWUNIBDR007,Q1WPOXIBooXOYNzvjUZ1
9378,Xerox Corporation,NULL,$XRXB34,92,I,5,XRXB34,NULL,1,BRXRXBBDR005,ylWPOXIBooXOYNzvqEb0
17058,Índice Bovespa,NULL,$IBOV,92,I,5,IBOV,NULL,1,NULL,y1RiOXIBooXOYNzv00NM
17107,Biotoscana Investments SA,NULL,$GBIO33,92,I,5,GBIO33,NULL,1,BRGBIOBDR008,x1RdOXIBooXOYNzv4icO
17108,BK Brasil Operacao e Assessoria a Restaurantes SA,NULL,$BKBR3,92,I,5,BKBR3,NULL,1,BRBKBRACNOR4,k1NDOXIBooXOYNzv75Gc
17181,Contrato de Dolar Futuro,NULL,$DOLFUT,1605,M,5,DOLF21,NULL,1,NULL,oFNVOXIBooXOYNzvl_hw
17183,LOG Commercial Properties Participacoes SA,NULL,$LOGG3,92,I,5,LOGG3,NULL,1,BRLOGGACNOR7,sVRsOXIBooXOYNzvuH6a
